customer_id,main_account_loan_no,main_account_active_loan_no,main_account_overdue_no,main_account_outstanding_loan,main_account_sanction_loan,main_account_disbursed_loan,sub_account_loan_no,sub_account_active_loan_no,sub_account_overdue_no,sub_account_outstanding_loan,sub_account_sanction_loan,sub_account_disbursed_loan,disbursed_amount,asset_cost,branch_id,supplier_id,manufacturer_id,area_id,employee_code_id,mobileno_flag,idcard_flag,Driving_flag,passport_flag,credit_score,main_account_monthly_payment,sub_account_monthly_payment,last_six_month_new_loan_no,last_six_month_defaulted_no,average_age,credit_history,enquirie_no,loan_to_asset_ratio,total_account_loan_no,sub_account_inactive_loan_no,total_inactive_loan_no,main_account_inactive_loan_no,total_overdue_no,total_outstanding_loan,total_sanction_loan,total_disbursed_loan,total_monthly_payment,outstanding_disburse_ratio,main_account_tenure,sub_account_tenure,disburse_to_sactioned_ratio,active_to_inactive_act_ratio,year_of_birth,disbursed_date,Credit_level,employment_type,age,label
113232,6,4,0,965621,1029127,1029127,0,0,0,0,0,0,51125,61478,1,830,2,1,489,1,1,0,0,597,3955,0,1,1,14,19,0,0.831598295,6,2,0,2,0,965621,1029127,1029127,3955,1.07,260,0,1.0,2.33,1967,2019,5,0,52,0
44124,9,6,2,371303,797979,797979,0,0,0,0,0,0,46349,80739,8,788,2,0,1302,1,1,0,0,300,12501,0,0,0,19,38,0,0.574059624,9,3,0,3,2,371303,797979,797979,12501,2.15,63,0,1.0,2.5,1986,2019,1,0,33,0
92965,2,1,2,134,20,20,0,0,0,0,0,0,46819,61070,4,514,1,5,7,1,1,0,0,441,0,0,0,0,8,16,0,0.766644834,2,1,0,1,2,134,20,20,0,0.16,20,0,1.0,1.5,1991,2019,3,0,28,1
53958,0,0,0,0,0,0,0,0,0,0,0,0,54613,77756,55,1263,1,0,1258,1,1,0,0,0,0,0,0,0,0,0,0,0.702363805,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,0,22,1
174324,0,0,0,0,0,0,0,0,0,0,0,0,53404,70391,39,346,2,6,900,1,1,0,0,0,0,0,0,0,0,0,0,0.758676535,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,0,35,0
146339,0,0,0,0,0,0,0,0,0,0,0,0,50803,77730,13,54,1,0,56,1,1,0,0,0,0,0,0,0,0,0,0,0.653582915,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,0,26,1
85768,0,0,0,0,0,0,0,0,0,0,0,0,63213,85947,49,1023,5,16,377,1,1,0,0,0,0,0,0,0,0,0,0,0.73548815,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,1,22,0
103489,0,0,0,0,0,0,0,0,0,0,0,0,58763,68190,75,950,1,1,2055,1,1,0,0,0,0,0,0,0,0,0,0,0.861753923,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1969,2019,-1,0,50,1
123134,1,1,1,40032,50000,50000,0,0,0,0,0,0,43710,61595,40,190,2,11,2677,1,1,0,0,613,1580,0,0,1,8,8,1,0.709635522,1,0,0,0,1,40032,50000,50000,1580,1.25,31,0,1.0,2.0,1976,2019,6,0,43,0
128902,4,2,0,333145,360089,360089,0,0,0,0,0,0,58213,67638,47,1268,5,1,1690,1,1,0,0,709,5334,0,1,0,1,28,0,0.860655253,4,2,0,2,0,333145,360089,360089,5334,1.08,67,0,1.0,1.67,1984,2019,10,1,35,0
151368,3,2,0,59419,62961,62961,0,0,0,0,0,0,58947,69870,11,319,1,1,359,1,1,0,0,709,6563,0,2,0,2,6,1,0.84366681,3,1,0,1,0,59419,62961,62961,6563,1.06,9,0,1.0,2.0,1993,2019,10,1,26,0
143660,0,0,0,0,0,0,0,0,0,0,0,0,49903,86479,10,1198,3,6,1644,1,1,0,0,0,0,0,0,0,0,0,0,0.577053389,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1990,2019,-1,0,29,0
119940,1,1,0,31501,60000,60000,0,0,0,0,0,0,53378,63825,11,1236,2,1,422,1,1,0,0,738,3180,0,0,0,14,14,0,0.8363180570000001,1,0,0,0,0,31501,60000,60000,3180,1.9,18,0,1.0,2.0,1994,2019,11,0,25,0
133426,5,2,1,122319,155476,155476,1,1,0,3100,22800,22800,34059,79092,17,18,2,7,2236,1,1,0,0,696,0,2280,0,1,17,38,0,0.430625095,6,3,0,3,1,125419,178276,178276,2280,1.42,155476,9,1.0,1.75,1983,2019,9,0,36,0
53304,0,0,0,0,0,0,0,0,0,0,0,0,61329,74074,42,285,2,2,1636,1,1,0,0,0,0,0,0,0,0,0,0,0.827942328,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,1,26,0
122987,1,1,0,1053933,1063945,1063945,0,0,0,0,0,0,53713,61470,11,128,1,1,1155,1,1,0,0,632,0,0,0,0,7,7,0,0.873808362,1,0,0,0,0,1053933,1063945,1063945,0,1.01,1063945,0,1.0,2.0,1999,2019,7,2,20,0
40132,0,0,0,0,0,0,0,0,0,0,0,0,69923,115885,29,1056,5,0,1382,1,1,0,0,0,0,0,0,0,0,0,0,0.603382664,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1975,2019,-1,0,44,0
96361,0,0,0,0,0,0,0,0,0,0,0,0,53303,64560,27,527,1,1,634,1,1,0,0,0,0,0,0,0,0,0,0,0.825635068,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1986,2019,-1,1,33,0
6251,5,1,0,26845,26845,26845,0,0,0,0,0,0,62713,75963,9,11,2,7,870,1,1,0,0,721,3559,0,1,0,14,30,0,0.8255729759999999,5,4,0,4,0,26845,26845,26845,3559,1.0,7,0,1.0,1.2,1986,2019,10,0,33,0
188595,10,3,0,341621,402200,752200,0,0,0,0,0,0,67763,84555,9,404,2,7,1037,1,1,0,0,674,24840,0,1,0,13,48,0,0.801407368,10,7,0,7,0,341621,402200,752200,24840,2.2,30,0,1.87,1.38,1978,2019,8,1,41,0
67841,0,0,0,0,0,0,0,0,0,0,0,0,27729,59079,40,1563,1,11,501,1,1,0,0,0,0,0,0,0,0,0,0,0.469354593,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,-1,1,23,0
178785,0,0,0,0,0,0,0,0,0,0,0,0,53303,69160,1,1074,1,1,1787,1,1,0,0,0,0,0,0,0,0,0,0,0.770720069,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,-1,1,23,0
26288,0,0,0,0,0,0,0,0,0,0,0,0,47349,93256,43,398,2,0,1457,1,1,0,0,0,0,0,0,0,0,0,0,0.507731406,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1990,2019,-1,0,29,0
183716,0,0,0,0,0,0,0,0,0,0,0,0,54759,70874,24,38,2,9,42,1,1,0,0,0,0,0,0,0,0,0,0,0.772624658,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1977,2019,-1,1,42,0
198981,3,1,0,102399,100000,100000,0,0,0,0,0,0,47645,66814,6,1453,0,4,1954,1,1,0,0,715,2174,0,1,0,1,13,0,0.7130990509999999,3,2,0,2,0,102399,100000,100000,2174,0.98,45,0,1.0,1.33,1984,2019,10,0,35,0
96503,0,0,0,0,0,0,0,0,0,0,0,0,49178,67571,52,1713,5,2,2397,1,1,0,0,0,0,0,0,0,0,0,0,0.727797428,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1999,2019,-1,2,20,0
156487,1,1,0,27075,30000,30000,0,0,0,0,0,0,52878,73750,51,276,4,0,303,1,1,0,0,738,1600,0,1,0,5,5,1,0.7169898309999999,1,0,0,0,0,27075,30000,30000,1600,1.11,18,0,1.0,2.0,1994,2019,11,2,25,0
149450,0,0,0,0,0,0,0,0,0,0,0,0,72257,120440,10,1164,5,6,351,1,1,0,0,0,0,0,0,0,0,0,0,0.59994188,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1994,2019,-1,0,25,0
128499,28,16,4,5357117,16503528,16504709,0,0,0,0,0,0,63213,83050,8,252,1,0,2279,1,1,0,0,448,54014,0,0,5,37,13,1,0.7611438890000001,28,12,0,12,4,5357117,16503528,16504709,54014,3.08,305,0,1.0,2.23,1962,2019,3,0,57,0
69951,0,0,0,0,0,0,0,0,0,0,0,0,51328,64758,27,142,1,1,2579,1,1,0,0,0,0,0,0,0,0,0,0,0.7926124959999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1975,2019,-1,1,44,0
37616,8,2,0,119866,122105,122105,0,0,0,0,0,0,41394,64846,4,69,2,5,2304,1,1,0,0,726,7468,0,0,0,6,1,0,0.638343151,8,6,0,6,0,119866,122105,122105,7468,1.02,16,0,1.0,1.29,1996,2019,10,0,23,0
73973,0,0,0,0,0,0,0,0,0,0,0,0,54113,64281,33,302,2,2,336,1,1,0,0,0,0,0,0,0,0,0,0,0.841819511,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1967,2019,-1,1,52,0
138325,1,0,0,0,0,0,0,0,0,0,0,0,47649,70007,17,778,1,7,971,1,1,0,0,825,1084,0,0,0,9,9,0,0.680631937,1,1,0,1,0,0,0,0,1084,1.0,0,0,1.0,1.0,1989,2019,13,0,30,0
155490,0,0,0,0,0,0,0,0,0,0,0,0,70817,103000,29,2234,0,0,58,1,1,0,0,0,0,0,0,0,0,0,0,0.6875436890000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1972,2019,-1,0,47,0
106626,6,2,2,113225,46774,120018,1,0,0,0,0,0,31806,44777,4,789,5,5,2197,1,1,0,0,300,2240,0,0,0,62,13,0,0.71032003,7,4,1,5,2,113225,46774,120018,2240,1.06,53,0,2.57,1.33,1967,2019,1,1,52,0
134427,8,1,0,502984,500000,500000,0,0,0,0,0,0,59013,68418,6,596,2,4,1809,1,1,0,0,818,0,0,0,0,6,19,0,0.862536175,8,7,0,7,0,502984,500000,500000,0,0.99,500000,0,1.0,1.12,1985,2019,13,0,34,0
75580,5,3,1,476409,546800,546800,1,1,0,625605,1010000,1010000,50403,63229,34,588,2,3,993,1,1,0,0,543,4933,0,1,1,13,26,0,0.7971500420000001,6,2,0,2,1,1102014,1556800,1556800,4933,1.41,110,1010000,1.0,2.33,1996,2019,4,0,23,0
143576,0,0,0,0,0,0,0,0,0,0,0,0,51031,69647,1,758,2,1,943,1,1,0,1,0,0,0,0,0,0,0,0,0.7327092340000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,1,27,0
8399,0,0,0,0,0,0,0,0,0,0,0,0,45349,75477,53,1883,2,0,2519,1,1,0,0,0,0,0,0,0,0,0,0,0.6008320420000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1967,2019,-1,0,52,0
20463,1,1,0,11265,11265,11265,0,0,0,0,0,0,50903,68079,26,760,5,17,498,1,1,0,0,15,1963,0,1,0,0,0,1,0.747704872,1,0,0,0,0,11265,11265,11265,1963,1.0,5,0,1.0,2.0,1990,2019,-1,0,29,1
162444,0,0,0,0,0,0,0,0,0,0,0,0,57259,64960,49,177,2,16,190,1,1,0,0,0,0,0,0,0,0,0,0,0.8814501229999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,-1,1,27,1
88324,1,1,0,0,29850,29850,0,0,0,0,0,0,67882,90000,29,1508,2,0,1164,1,1,0,0,16,0,0,0,0,14,14,0,0.754244444,1,0,0,0,0,0,29850,29850,0,29851.0,29850,0,1.0,2.0,1981,2019,-1,0,38,0
34496,1,1,0,9160,13738,13738,0,0,0,0,0,0,44799,59813,14,980,1,8,1268,1,1,0,0,17,2384,0,1,0,2,2,0,0.748984335,1,0,0,0,0,9160,13738,13738,2384,1.5,5,0,1.0,2.0,1993,2019,-1,1,26,0
106284,0,0,0,0,0,0,0,0,0,0,0,0,35439,57641,47,958,5,1,435,1,1,0,0,0,0,0,0,0,0,0,0,0.6148227820000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1979,2019,-1,1,40,0
99375,0,0,0,0,0,0,0,0,0,0,0,0,48349,72714,28,40,2,13,1060,1,1,0,0,0,0,0,0,0,0,0,0,0.664920098,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,1,24,0
72808,0,0,0,0,0,0,0,0,0,0,0,0,47849,63305,63,441,2,14,937,1,1,0,0,0,0,0,0,0,0,0,0,0.755848669,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1991,2019,-1,1,28,1
63164,12,7,0,76563,174609,174609,0,0,0,0,0,0,74379,173848,38,2074,6,2,2717,1,1,0,0,728,0,0,6,0,12,89,0,0.4278392620000001,12,5,0,5,0,76563,174609,174609,0,2.28,174609,0,1.0,2.17,1991,2019,10,0,28,0
128412,0,0,0,0,0,0,0,0,0,0,0,0,57413,73523,2,2,2,2,2659,1,1,0,0,0,0,0,0,0,0,0,0,0.780884893,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1988,2019,-1,0,31,1
172440,0,0,0,0,0,0,0,0,0,0,0,0,61459,75456,19,1147,2,2,1532,1,1,0,0,0,0,0,0,0,0,0,0,0.8145011659999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1980,2019,-1,1,39,0
177328,0,0,0,0,0,0,0,0,0,0,0,0,49753,67700,22,1037,1,11,1348,1,1,0,0,0,0,0,0,0,0,0,0,0.734903988,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1987,2019,-1,0,32,0
140354,4,2,0,58664,80000,80000,0,0,0,0,0,0,63647,71957,5,257,2,2,281,1,1,0,0,738,4926,0,2,0,5,12,3,0.884514363,4,2,0,2,0,58664,80000,80000,4926,1.36,16,0,1.0,1.67,1991,2019,11,1,28,0
82577,0,0,0,0,0,0,0,0,0,0,0,0,66169,78500,33,846,2,2,1071,1,1,0,0,0,0,0,0,0,0,0,0,0.842917197,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1983,2019,-1,1,36,0
170291,2,2,0,99295,158000,158000,0,0,0,0,0,0,98699,133508,49,1044,0,16,1789,1,1,0,0,657,4944,0,1,0,6,8,1,0.739274051,2,0,0,0,0,99295,158000,158000,4944,1.59,31,0,1.0,3.0,1996,2019,8,1,23,1
157911,0,0,0,0,0,0,0,0,0,0,0,0,54513,90350,51,276,4,0,615,1,1,0,0,0,0,0,0,0,0,0,0,0.603353625,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,0,22,0
153515,0,0,0,0,0,0,0,0,0,0,0,0,44145,71000,8,526,5,0,2792,1,1,0,0,0,0,0,0,0,0,0,0,0.6217605629999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,1,24,0
154762,5,2,0,62744,85500,85500,0,0,0,0,0,0,46155,53994,45,460,1,15,2000,1,1,0,0,726,9020,0,1,0,17,63,1,0.854817202,5,3,0,3,0,62744,85500,85500,9020,1.36,9,0,1.0,1.5,1988,2019,10,0,31,0
137734,4,4,1,1004319,1041517,1041517,0,0,0,0,0,0,51278,70453,71,1009,2,17,1879,1,1,0,0,468,12474,0,3,1,3,12,1,0.72783274,4,0,0,0,1,1004319,1041517,1041517,12474,1.04,83,0,1.0,5.0,1980,2019,3,0,39,0
67582,17,4,0,293924,384900,391461,0,0,0,0,0,0,58085,69207,49,211,2,16,1581,1,1,0,0,655,868362,0,1,1,12,62,0,0.839293713,17,13,0,13,0,293924,384900,391461,868362,1.33,0,0,1.02,1.29,1979,2019,8,0,40,0
178208,0,0,0,0,0,0,0,0,0,0,0,0,57063,65490,34,588,2,3,940,1,1,0,0,0,0,0,0,0,0,0,0,0.8713238659999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,1,24,1
158909,0,0,0,0,0,0,0,0,0,0,0,0,45349,63420,37,1145,5,2,1529,1,1,0,0,0,0,0,0,0,0,0,0,0.715058341,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1968,2019,-1,0,51,0
173480,0,0,0,0,0,0,0,0,0,0,0,0,46361,57954,27,599,2,1,732,1,1,0,0,0,0,0,0,0,0,0,0,0.7999620390000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1982,2019,-1,1,37,0
89097,0,0,0,0,0,0,0,0,0,0,0,0,48903,65208,9,11,2,7,1759,1,1,0,0,0,0,0,0,0,0,0,0,0.749953993,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1979,2019,-1,0,40,0
45029,0,0,0,0,0,0,0,0,0,0,0,0,51378,63800,33,773,1,2,1843,1,1,0,0,0,0,0,0,0,0,0,0,0.8052978059999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,0,35,0
86298,5,0,0,0,0,0,0,0,0,0,0,0,30841,65368,1,351,2,1,3111,1,1,0,0,836,0,0,0,0,13,18,0,0.471805777,5,5,0,5,0,0,0,0,0,1.0,0,0,1.0,1.0,1965,2019,13,0,54,0
114487,12,4,0,822177,859699,859699,0,0,0,0,0,0,57659,70000,44,338,2,1,647,1,1,0,0,726,8805,0,1,0,18,44,0,0.8237,12,8,0,8,0,822177,859699,859699,8805,1.05,97,0,1.0,1.44,1988,2019,10,0,31,0
167370,0,0,0,0,0,0,0,0,0,0,0,0,48749,85580,48,626,2,4,2458,1,1,1,0,0,0,0,0,0,0,0,0,0.569630755,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1988,2019,-1,1,31,0
29787,6,4,0,673894,770501,714201,0,0,0,0,0,0,52503,80000,15,566,2,9,2818,1,1,0,0,724,0,0,2,0,16,43,0,0.6562875,6,2,0,2,0,673894,770501,714201,0,1.06,714201,0,0.93,2.33,1982,2019,10,1,37,0
61761,4,2,0,266183,435051,435051,0,0,0,0,0,0,31344,69101,17,66,2,7,1211,1,1,0,0,749,6250,0,1,0,13,29,0,0.453596909,4,2,0,2,0,266183,435051,435051,6250,1.63,69,0,1.0,1.67,1979,2019,11,0,40,0
139258,12,4,1,39190,116490,116796,1,0,0,0,0,0,64969,73947,20,1502,2,10,1835,1,1,0,0,565,5836,0,2,1,17,56,0,0.878588719,13,8,1,9,1,39190,116490,116796,5836,2.98,20,0,1.0,1.4,1965,2019,4,1,54,0
142348,0,0,0,0,0,0,0,0,0,0,0,0,41594,59850,11,155,1,1,2793,1,1,0,0,0,0,0,0,0,0,0,0,0.69497076,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1994,2019,-1,0,25,0
90285,0,0,0,0,0,0,0,0,0,0,0,0,58013,67700,46,465,2,1,2535,1,1,0,0,0,0,0,0,0,0,0,1,0.8569128509999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,-1,0,23,0
62996,2,0,0,0,0,0,0,0,0,0,0,0,57013,67980,16,26,2,2,2243,1,1,0,0,16,2000,0,0,0,13,15,0,0.8386731390000001,2,2,0,2,0,0,0,0,2000,1.0,0,0,1.0,1.0,1976,2019,-1,0,43,0
130476,4,3,0,13834,33934,33934,0,0,0,0,0,0,57013,68484,11,331,2,1,1447,1,1,0,0,621,0,0,3,0,3,5,0,0.832501022,4,1,0,1,0,13834,33934,33934,0,2.45,33934,0,1.0,2.5,1973,2019,6,0,46,0
196497,0,0,0,0,0,0,0,0,0,0,0,0,40894,79505,63,441,2,14,937,1,1,0,0,0,0,0,0,0,0,0,0,0.514357588,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1979,2019,-1,0,40,0
184796,0,0,0,0,0,0,0,0,0,0,0,0,36439,54851,6,2340,1,4,2681,1,1,0,0,0,0,0,0,0,0,0,0,0.664326995,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1973,2019,-1,0,46,1
24533,0,0,0,0,0,0,0,0,0,0,0,0,52153,68661,24,40,2,9,591,1,1,0,0,0,0,0,0,0,0,0,0,0.759572392,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1962,2019,-1,1,57,0
84410,4,0,0,0,0,0,0,0,0,0,0,0,52175,66298,9,404,2,7,2843,1,1,0,0,602,0,0,0,1,3,1,0,0.786976983,4,4,0,4,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,6,0,23,0
157050,0,0,0,0,0,0,0,0,0,0,0,0,50703,62996,11,128,1,1,973,1,1,0,0,0,0,0,0,0,0,0,0,0.804860626,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1978,2019,-1,0,41,1
176442,2,1,1,263213,192000,192000,0,0,0,0,0,0,65569,134200,64,198,4,16,210,1,1,0,0,382,3170,0,0,0,25,63,0,0.488591654,2,1,0,1,1,263213,192000,192000,3170,0.73,60,0,1.0,1.5,1995,2019,3,0,24,0
179402,1,1,0,12599,41000,41000,0,0,0,0,0,0,69852,106221,19,793,2,2,991,1,1,0,0,737,2654,0,0,0,13,13,0,0.6576100770000001,1,0,0,0,0,12599,41000,41000,2654,3.25,15,0,1.0,2.0,1987,2019,11,1,32,0
70226,3,1,0,6667,9335,9335,0,0,0,0,0,0,70923,88873,9,18,2,7,2415,1,1,1,0,738,3626,0,1,0,5,8,1,0.798026397,3,2,0,2,0,6667,9335,9335,3626,1.4,2,0,1.0,1.33,1998,2019,11,0,21,0
50237,1,0,0,0,0,0,0,0,0,0,0,0,60187,77323,8,886,2,0,1150,1,1,0,0,830,0,0,0,0,36,36,0,0.778384181,1,1,0,1,0,0,0,0,0,1.0,0,0,1.0,1.0,1992,2019,13,0,27,0
78284,1,1,0,28190,39424,39424,0,0,0,0,0,0,53078,79879,53,1174,1,0,784,1,1,0,0,677,0,0,0,0,17,17,0,0.664480026,1,0,0,0,0,28190,39424,39424,0,1.4,39424,0,1.0,2.0,1963,2019,8,0,56,0
122998,0,0,0,0,0,0,0,0,0,0,0,0,61013,101020,60,2131,4,18,878,1,1,0,0,0,0,0,0,0,0,0,0,0.6039695110000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,0,22,0
145143,3,1,1,63716,190000,190000,0,0,0,0,0,0,34939,43127,26,431,5,17,2765,1,1,0,0,366,5572,0,0,1,28,40,0,0.810142138,3,2,0,2,1,63716,190000,190000,5572,2.98,34,0,1.0,1.33,1977,2019,3,0,42,0
159659,1,0,0,0,0,0,0,0,0,0,0,0,86124,120463,74,1224,4,16,2889,1,1,0,0,832,20000,0,0,0,4,4,0,0.7149415170000001,1,1,0,1,0,0,0,0,20000,1.0,0,0,1.0,1.0,1996,2019,13,1,23,0
132745,1,0,0,0,0,0,0,0,0,0,0,0,46349,59386,37,382,1,2,434,1,1,0,0,825,1332,0,0,0,6,6,0,0.780470144,1,1,0,1,0,0,0,0,1332,1.0,0,0,1.0,1.0,1993,2019,13,1,26,0
79069,0,0,0,0,0,0,0,0,0,0,0,0,48049,144807,21,1304,0,0,819,1,1,0,0,0,0,0,0,0,0,0,0,0.33181407,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1998,2019,-1,0,21,0
146132,0,0,0,0,0,0,0,0,0,0,0,0,25529,73849,36,1930,2,0,2574,1,1,1,0,0,0,0,0,0,0,0,0,0.345691885,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,0,26,0
46044,0,0,0,0,0,0,0,0,0,0,0,0,41519,70655,31,151,1,14,2283,1,1,0,0,0,0,0,0,0,0,0,0,0.5876300329999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1981,2019,-1,0,38,0
84951,9,3,0,14411,42490,42490,0,0,0,0,0,0,48803,67500,47,1017,2,1,1315,1,1,0,0,679,2173,0,2,0,17,52,0,0.723007407,9,6,0,6,0,14411,42490,42490,2173,2.95,19,0,1.0,1.43,1971,2019,8,0,48,0
188358,0,0,0,0,0,0,0,0,0,0,0,0,58959,75800,2,365,2,2,1198,1,1,0,0,0,0,0,0,0,0,0,0,0.7778232190000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1997,2019,-1,1,22,0
66753,0,0,0,0,0,0,0,0,0,0,0,0,55563,72501,28,38,2,13,1629,1,1,0,0,0,0,0,0,0,0,0,0,0.7663756359999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1969,2019,-1,1,50,0
193259,0,0,0,0,0,0,0,0,0,0,0,0,65882,101011,45,2438,4,15,1337,1,1,0,0,0,0,0,0,0,0,0,0,0.652225995,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1999,2019,-1,2,20,0
59028,1,1,1,30831,19000,19000,0,0,0,0,0,0,13990,78127,8,132,2,0,275,1,1,0,0,333,0,0,0,0,66,66,0,0.179067416,1,0,0,0,1,30831,19000,19000,0,0.62,19000,0,1.0,2.0,1981,2019,2,0,38,0
110354,0,0,0,0,0,0,0,0,0,0,0,0,46645,76413,60,706,2,18,878,1,1,0,0,0,0,0,0,0,0,0,0,0.61043278,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1984,2019,-1,1,35,0
41859,1,0,0,0,0,0,0,0,0,0,0,0,62713,75189,19,823,2,2,2235,1,1,0,0,825,2500,0,0,1,8,8,0,0.834071473,1,1,0,1,0,0,0,0,2500,1.0,0,0,1.0,1.0,1996,2019,13,0,23,0
71471,0,0,0,0,0,0,0,0,0,0,0,0,50328,64758,27,142,1,1,2579,1,1,0,0,0,0,0,0,0,0,0,0,0.7771703879999999,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1965,2019,-1,1,54,0
158841,0,0,0,0,0,0,0,0,0,0,0,0,41894,69000,5,257,2,2,2275,1,1,0,0,0,0,0,0,0,0,0,0,0.60715942,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1995,2019,-1,1,24,0
53810,0,0,0,0,0,0,0,0,0,0,0,0,50303,76100,14,395,2,8,450,1,1,0,0,0,0,0,0,0,0,0,0,0.661011827,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1996,2019,-1,1,23,0
141488,1,1,0,269762,310000,310000,0,0,0,0,0,0,81486,106500,31,2214,0,14,1209,1,1,0,0,17,7413,0,1,0,5,5,0,0.765126761,1,0,0,0,0,269762,310000,310000,7413,1.15,41,0,1.0,2.0,1992,2019,-1,0,27,1
20728,0,0,0,0,0,0,0,0,0,0,0,0,46145,71372,60,186,1,18,198,1,1,0,0,0,0,0,0,0,0,0,0,0.646542061,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1988,2019,-1,0,31,0
130116,29,11,4,3769829,4346643,4346643,0,0,0,0,0,0,95800,159619,1,1309,6,1,2280,1,1,0,0,374,24803,0,6,4,8,39,0,0.600179177,29,18,0,18,4,3769829,4346643,4346643,24803,1.15,175,0,1.0,1.58,1972,2019,3,0,47,0
87419,0,0,0,0,0,0,0,0,0,0,0,0,69847,116829,12,336,5,6,65,1,1,0,0,0,0,0,0,0,0,0,0,0.597856697,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1990,2019,-1,0,29,0
60692,0,0,0,0,0,0,0,0,0,0,0,0,56259,70472,63,441,2,14,937,1,1,0,0,0,0,0,0,0,0,0,0,0.7983170620000001,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1980,2019,-1,1,39,1
186500,0,0,0,0,0,0,0,0,0,0,0,0,55353,91670,60,1322,4,18,451,1,1,0,0,0,0,0,0,0,0,0,0,0.603828952,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1993,2019,-1,0,26,0
